DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW],CZECH_REPUBLIC_DEMAND_[MW],CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW]
2023-10-24,2023-10-24,FCR,1,NEGPOS_00_04,52.95,72,52.95,-4,88,246.48,-61,23,52.95,-21,514,52.95,135,570,52.95,87,111,52.95,-63,15,52.95,-14,62,52.95,-14,76,71.2,-45
2023-10-24,2023-10-24,FCR,1,NEGPOS_04_08,54.0,72,54.0,5,88,212.4,-61,23,54.0,-21,514,53.48,154,570,54.0,57,111,54.0,-63,15,54.0,-15,62,54.0,-11,76,71.2,-45
2023-10-24,2023-10-24,FCR,1,NEGPOS_08_12,47.44,72,47.44,19,88,88.92,-61,23,47.44,-21,514,47.44,123,570,47.44,45,111,47.44,-65,15,47.44,-15,62,47.44,20,76,71.2,-45
2023-10-24,2023-10-24,FCR,1,NEGPOS_12_16,64.08,72,64.08,39,88,229.72,-61,23,64.08,-21,514,64.08,93,570,64.08,49,111,64.08,-65,15,64.08,-14,62,64.08,25,76,71.2,-45
2023-10-24,2023-10-24,FCR,1,NEGPOS_16_20,53.0,72,53.0,24,88,263.32,-61,23,53.0,-21,514,52.64,154,570,53.0,15,111,53.0,-63,15,53.0,-15,62,53.0,12,76,71.2,-45
2023-10-24,2023-10-24,FCR,1,NEGPOS_20_24,46.8,72,46.8,12,88,263.84,-61,23,46.8,-20,514,24.24,154,570,46.8,40,111,46.8,-63,15,46.8,-15,62,46.8,-2,76,71.2,-45
