DELIVERY_DATE,GATE_OPEN_TIME,GATE_CLOSURE_TIME,ALLOCATION_DEADLINE,TYPE_OF_RESERVES,PRODUCT,TOTAL_DEMAND_[MW],measurement_name
2024-02-05,2024-02-04 09:19:03.919,2024-02-05 20:35:00,2024-02-05 20:50:00,aFRR,POS_085,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:19:06.496,2024-02-05 20:50:00,2024-02-05 21:05:00,aFRR,POS_086,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:41.830,2024-02-05 21:05:00,2024-02-05 21:20:00,aFRR,POS_087,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:19:05.633,2024-02-05 21:20:00,2024-02-05 21:35:00,aFRR,POS_088,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:38.853,2024-02-05 21:35:00,2024-02-05 21:50:00,aFRR,POS_089,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:41.076,2024-02-05 21:50:00,2024-02-05 22:05:00,aFRR,POS_090,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:19:05.543,2024-02-05 22:05:00,2024-02-05 22:20:00,aFRR,POS_091,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:39.041,2024-02-05 22:20:00,2024-02-05 22:35:00,aFRR,POS_092,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:48.451,2024-02-05 22:35:00,2024-02-05 22:50:00,aFRR,POS_093,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:18:57.244,2024-02-05 22:50:00,2024-02-05 23:05:00,aFRR,POS_094,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:19:04.263,2024-02-05 23:05:00,2024-02-05 23:20:00,aFRR,POS_095,1801,energy_afrr_demand
2024-02-05,2024-02-04 09:19:04.853,2024-02-05 23:20:00,2024-02-05 23:35:00,aFRR,POS_096,1801,energy_afrr_demand
