DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,OFFERED_CAPACITY_PRICE_[EUR/MW],OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,SETTLEMENTCAPACITY_PRICE_[EUR/MW],NOTE,measurement_name,date_valid
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.45,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.45,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.45,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.48,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.48,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.48,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.48,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.58,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.58,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.58,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.58,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,52,52,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,52,52,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,52,52,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,52,52,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,36,36,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,36,36,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,36,36,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.59,36,36,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.6,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.6,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.6,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.6,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.76,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.76,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.76,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.76,7,7,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.78,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.78,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.78,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.78,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,15,15,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,7,2,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,7,2,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,7,2,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.92,7,2,FR,3.92,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.96,2,2,CH,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.96,2,2,CH,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.96,2,2,CH,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,3.96,2,2,CH,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.4,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.4,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.4,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.4,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,3,3,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,3,3,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,3,3,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,3,3,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.8,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.9,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.9,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.9,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,4.9,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,23,23,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,23,23,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,23,23,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,23,23,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,16,16,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,16,16,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,16,16,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,16,16,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,1,1,DK,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,1,1,DK,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,1,1,DK,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,1,1,DK,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,10,10,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,8,8,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,8,8,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,8,8,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.0,8,8,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.23,3,3,NL,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.23,3,3,NL,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.23,3,3,NL,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.23,3,3,NL,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.47,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.47,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.47,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.47,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.55,3,3,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.55,3,3,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.55,3,3,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.55,3,3,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.68,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.68,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.68,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,5.68,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.0,12,12,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.0,12,12,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.0,12,12,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.0,12,12,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.03,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.03,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.03,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.03,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.5,20,20,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.5,20,20,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.5,20,20,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.5,20,20,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.56,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.56,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.56,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.56,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.6,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.6,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.6,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.6,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.8,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.8,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.8,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,6.8,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.16,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.16,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.16,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.16,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.2,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.2,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.2,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.2,5,5,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.45,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.45,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.45,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.45,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.6,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.6,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.6,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.6,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.73,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.73,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.73,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,7.73,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,3,3,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,5,5,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,5,5,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,5,5,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,5,5,CZ,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.0,2,2,AT,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.3,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.3,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T05:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.3,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T06:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.3,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T07:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_04_08,8.33,1,1,DE,56.4,,capacity_fcr_anonymresults,2024-02-06T04:00:00
